index	hash	title	smName	artist	version	levels	displayBpm	abcSort	dAudioUrl	useSsc	missingDifficulties	isLineout
106	Io1D1l9QiDo6IDObd8qo1Q9lQ6iollQ9	虹色	NIJIIRO	DJ YOSHITAKA feat G.S.C license	8	3,4,8,11,13,4,7,13,13	160	な	xuh2jtieob3tqvr/NIJIIRO.mp3				
107	Dl690bPIlIq0Ol1PdPbb9QO0I66lIqO0	虹色の花	Nijiiro no hana	Akhuta y OJ	13	3,5,8,11,,5,8,11,	171	な	d34ecina66bt8j1/Nijiiro%20no%20hana.mp3				
108	P160qOD09PQoOPI6iIOO69qDoqQl1qDQ	熱情のサパデアード	Netsujou no zapadeado	日向美ビタースイーツ♪	16	2,5,9,13,,5,10,13,	136	な	1663w6bpwru9x2w/Netsujou%20no%20zapadeado.mp3				
109	oOOI98q81oQQQP88d6Q6qlbl8QI9d0dI	脳漿炸裂ガール	Nou shou sakuretsu girl	れるりり	15	3,6,10,12,14,6,10,12,14	155	な	r0qgl6ztex25qlc/Nou%20shou%20sakuretsu%20girl.mp3				
110	8Qd118IPdqld06Qd1q10iQd06bDdbdQI	ノルエピネフリン	Norepinephrine	BEMANI Sound Team "U1 overground"	17	2,6,11,14,,6,11,14,	124	な	qo0co69a7tzrf9z/Norepinephrine.mp3				
111	lO8O011qIqioPDi9d0oib09DDDPIbqOI	爆なな☆てすとロイヤー	Bakunana Testroyer	ARM feat.ななひら	14	4,7,11,13,,7,10,12,	200	は	4fziqzj8cygr74j/Bakunana%20Testroyer.mp3				
112	QlQ9Qb00bI0ob9oDIiPqO1QdQ0o6O0O6	初音ミクの消失	Hatsune Miku no shoushitsu	cosMo@暴走P feat. 初音ミク	15	3,8,10,13,15,10,13,14,15	240	は	912nkd6yvw5drru/Hatsune%20Miku%20no%20shoushitsu.mp3				
113	l1bDOIlb6ddI6od0q1llI0I6blq9oP0l	ハッピーシンセサイザ	Happy synthesizer	EasyPop	15	2,5,9,13,,5,9,13,	127	は	it8zgs8v4heh4el/Happy%20synthesizer.mp3				
114	8DO0DbDioIid8qDQiQdOdOPOo0PO0906	花は折りたし梢は高し	Hana wa oritashi kozue wa takashi	夜叉姫神楽	17	2,5,9,12,,5,9,12,	215	は	1m4d5fbtgv8pwxg/Hana%20wa%20oritashi%20kozue%20wa%20takashi.mp3				
115	6doo1dQ16Ol86oIbQ19PPldI8lIbP0OI	はなまるぴっぴはよいこだけ	Hanamaru pippi wa yoiko dake	A応P	14	4,7,10,12,,6,10,12,	172	は	t3ce3mkeovgmsnt/Hanamaru%20pippi%20wa%20yoiko%20dake.mp3				
116	6iq1dqQ1PDQlDO0bio0l89oDDDi6b0oD	華爛漫 -Flowers-	Hana Ranman -Flowers-	TЁЯRA	8	3,5,7,11,,4,7,11,	160	は	mdgvpcztupckjje/Hana%20Ranman%20-Flowers-.mp3				
117	Q86b6I1Qi6Q918l6iOoOQl866oQoIQOi	ハピ恋☆らぶりぃタイム!!	Happy koi lovely time!!	DJ TOTTO feat.anporin	15	2,5,8,11,,5,8,11,	139	は	ukzx72te7wfnyxs/Happy%20koi%20lovely%20time%21%21.mp3				
118	668Q8qQdqoIQQiIQOilDqd8lDOOQ8bDQ	パ→ピ→プ→Yeah!	Pa pi pu Yeah!	ヒゲドライバー join. shully & Nimo	14	3,5,10,13,,6,8,13,	160	は	pazz46tk2r6c3yw/Pa%20pi%20pu%20Yeah%21.mp3				
119	16b91IPI881lPIo8Qq9Pl1IPiD8Ddodl	ハラショー！おにぎりサーカス団☆	Khorosho! Onigiri circus dan	Blanc Bunny Bandit	17	3,7,11,14,,7,11,15,	185	は	r4r26kvv13vphwu/Khorosho%21%20Onigiri%20circus%20dan.mp3		5		
120	ibdIdIO60b880i8oPOdQD9qIqldOdDl8	ハルイチバン	Haru ichiban	ときめきアイドル project	15	4,6,7,11,,5,7,11,	180	は	6cuahzde0dxmk5j/Haru%20ichiban.mp3				
121	D16P668Q8loqIoDo1IdoIlIloiIoIDll	*ハロー、プラネット。	Hello, planet	sasakure.UK	15	3,7,9,13,,7,9,13,	150	は	ethbnlm7koklraq/Hello%2C%20planet.mp3				
122	QiboqIool99ol9Q0d08b68OIIiD89qqO	叛逆のディスパレート	Hangyaku no disparate	Vanitas Lacrimosa	17	3,6,10,13,,7,11,13,	194	は	zdz2z278065y1mz/Hangyaku%20no%20disparate.mp3				
123	160Oo1q8DolI6068lQi66OQbQ9Q8ODQI	バンブーソード・ガール	Bamboo Sword Girl	cosMo＠暴走P	14	2,7,11,15,18,7,12,15,17	208	は	u8nfmseqysgwen6/Bamboo%20Sword%20Girl.mp3				
124	QD9Ib18D9lIO10O19d16PbPb68q1190d	び	Bi	立秋 feat.ちょこ	16	5,9,12,17,18,9,12,17,18	169	は	ala7fwv2duazvry/Bi.mp3				
125	1Q809666i9oblO8qO688OiD6OIbiP0Oq	ヒカリユリイカ	Hikari eureka	ここなつ	16	2,5,8,11,,5,8,11,	140	は	6dv6t8z42twmf8k/Hikari%20eureka.mp3				
126	1qdb8P8il9li6DOdPolq9d0d9Q6898oi	ビビットストリーム	BeBeatStream	DJ TOTTO	14	4,6,10,13,,6,10,13,	184	は	3it588sfz1r1ne6/BeBeatStream.mp3				
127	Ibd8d0bllqOo61lqlQPd8lP01D0Qb9o6	ヒマワリ	Himawari	RIYU from BeForU	8	3,4,7,11,,4,7,13,	185	は	f75nsdy9mgdxldm/Himawari.mp3				
128	I6Dd0QIi086il1918dQI6dq0l1d9ibD0	向日葵サンセット	Himawari sunset	ARM・まろん (IOSYS) × ランコ・パプリカ (豚乙女)	15	3,5,10,13,,5,11,13,	135	は	nwp2yqfp7jx1hi9/Himawari%20sunset.mp3				
129	Qb1db18qP1Ib6liPI1668Pq8QPb0QO09	ビューティフル レシート	Beautiful Receipt	Lucky Vacuum	12	4,8,10,13,,7,10,13,	196	は	kk0gtmnu1lrpbrj/Beautiful%20Receipt.mp3				
130	0Qb8PDoQ06Q66obPI1P988oI61ioPb6l	フー・フローツ	Who Floats	Nanako	13	3,6,9,12,,6,9,13,	180	は	9m64rnm2zbnewy4/Who%20Floats.mp3				
131	oOI18qilo91qPQl9Q0l9iliO96Pi6DIi	風鈴花火	Fuurin hanabi	BEMANI Sound Team "劇団レコード"feat.結良まり	15	2,5,8,10,,5,8,10,	150	は	ginlx33di78rfhh/Fuurin%20hanabi.mp3				
132	i8O81i0iQdqiI8qqP0oo8IPl9IoId1bO	不沈艦CANDY	YELLOW CANDY	Risk Junk	11	2,6,9,14,,5,8,14,	94-188	は	j6kbt0xx44orj39/YELLOW%20CANDY.mp3				
133	id0QqdbI8oloO9l08IqI9q1D0819OQID	無頼ック自己ライザー	Buraikku jikorizer	kradness	15	1,4,8,13,15,5,9,13,15	150	は	nuzukt4o4o4dwti/Buraikku%20jikorizer.mp3				
134	dDlDPddq08iD8IOb9I1PbODP9696966D	プレインエイジア -PHQ remix-	Plain Asia -PHQ remix-	PHQUASE	15	5,7,10,13,,7,10,13,	182	は	puzapyqwjexv5u0/Plain%20Asia%20-PHQ%20remix-.mp3				
135	qD6P1ldl09Dqq8QP01bbid0b9IdqobPl	ベィスドロップ・フリークス	Bassdrop freaks	かめりあ feat. ななひら	15	3,7,10,13,,7,10,13,	179	は	iffxod8k634do29/Bassdrop%20freaks.mp3				
136	ObbOibP0ll9I00di6i9oO1qlIQbdD0ql	ベビーステップ	Baby step	ここなつ	16	4,7,9,12,,7,9,12,	200	は	q7sqjqifnfofyyw/Baby%20step.mp3				
137	PqOilI0ql6QDID6oo0Qb9iDo1doqQqPQ	放課後ストライド	Houkago stride	Last Note.	15	3,5,10,15,,5,11,15,	225	は	2qme69m6p0ibszg/Houkago%20stride.mp3				
138	I0qiD6Ob86D1oQOib81lID6Dll8iOOOP	ホーンテッド★メイドランチ	Haunted maid lunch	日向美ビタースイーツ♪	16	4,7,11,15,17,7,11,15,17	188	は	px1nqosxeu3wqnz/Haunted%20maid%20lunch.mp3				
139	dP88i6I9b9QPQDPPO90POOIo0Il6QloI	星屑のキロク	Hoshikuzu no kiroku	小野秀幸	14	3,6,9,11,,6,10,12,	182	は	x64ydfqh04x1zuk/Hoshikuzu%20no%20kiroku.mp3				
140	IDP9ldQoD8bdQ6d9Q0oI6QlI9b6Db9Oo	星屑の夜果て	Hoshikuzu no yoru hate	BEMANI Sound Team "HuΣeR × MarL × SYUNN"	16	4,8,12,15,,8,12,15,	174	は	zfrw6somp82bqj7/Hoshikuzu%20no%20yoru%20hate.mp3				
141	DoQi6oPoD9DlO0898oo0ol0qoo6891Db	ホメ猫☆センセーション	Home neko sensation	P*Light feat. mow*2	14	4,6,10,13,,6,10,13,	200	は	yb8ypwii99zh7eu/Home%20neko%20sensation.mp3				
142	0ddPq801D8PiiqO1oqoQbdOIQ9lQl11o	マインド・ゲーム	Mind Game	96 with メカショッチョー	14	3,7,10,14,,7,10,15,	180	ま	1uxjftflc7umvvc/Mind%20Game.mp3				
143	8i9llqdbQ6qP611I90lldPq1o1oQl69o	魔法のたまご ～心菜 ELECTRO POP edition～	Mahou no tamago ~Cocona ELECTRO POP edition~	東雲心菜(from ここなつ)	15	3,4,8,11,,6,8,11,	142	ま	v1jk59566w699b9/Mahou%20no%20tamago%20~Cocona%20ELECTRO%20POP%20edition~.mp3				
144	PloPqd6Q19Q990dl16I0Qi06i0l8o168	魔理沙は大変なものを盗んでいきました	Marisa wa taihen na mono wo nusunde ikimashita	ARM(IOSYS)	15	3,6,9,12,,6,10,12,	170	ま	hz4odeuutblpisp/Marisa%20wa%20taihen%20na%20mono%20wo%20nusunde%20ikimashita.mp3				
145	dOblQOoDb96l00dqPlIb9DQl86q9PboI	回レ！雪月花	Maware! Setsugetsuka	歌組雪月花	14	2,5,8,11,13,3,7,12,13	160	ま	rt9u5ve12flp143/Maware%21%20Setsugetsuka.mp3				
146	96d9qiDD8l09DQq6O1DO6O6I1IdP8q0D	未完成ノ蒸氣驅動乙女 (DDR Edition)	Mikansei no jouki kudou otome (DDR Edition)	U1 overground	16	5,9,13,17,,9,13,17,	85-170	ま	65vhnq8qsaro8z6/Mikansei%20no%20jouki%20kudou%20otome%20%28DDR%20Edition%29.mp3				
147	Dl69Pb9OQDlbOi80OQdIObiQ1Q08Dlqo	三毛猫ロック	CALICO CAT ROCK	亜熱帯マジ-SKA爆弾	7	4,5,8,12,,5,9,13,	246	ま	0j93s12asq41cyj/CALICO%20CAT%20ROCK.mp3				
148	06DO8bb0O891IQ9QP01diqOOl0D80QbO	ミッドナイト☆WAR	Midnight WAR	いちか	16	3,7,11,14,,7,11,14,	156	ま	x1iiit51ayinihh/Midnight%20WAR.mp3				
149	D686d06lO9IID8D0boPq0Pd8P89idO99	未来（ダ）FUTURE	Mirai (da) FUTURE	seiya-murai	16	2,7,10,15,,7,10,15,	172	ま	we81wetktcrocpr/Mirai%20%28da%29%20FUTURE.mp3				
150	811o6o1QPP0lPiolI1ObiD99l08o1dQl	ミライプリズム	Mirai prism	ここなつ	14	2,4,7,10,,4,7,11,	140	ま	d0628fq0ho3l972/Mirai%20prism.mp3				
151	DQO6qbiP6dldo6IIqlob9i8dqiqOio6o	夢幻ノ光	Mugen	TЁЯRA	8	4,4,8,11,,4,8,11,	171	ま	z9p9xf4jr6as9ia/Mugen.mp3				
152	iqiqod1l08DlDql98QOi10oibldd8b86	冥	Mei	Amuro vs Killer	11	3,7,11,16,18,7,12,15,18	66-200	ま	hiu15c3h18t2yjr/Mei.mp3				
153	db1DlQ9qqI8PiqPD6q88O1P8PDbP11dq	めうめうぺったんたん！！	Meumeupettantan!!	日向美ビタースイーツ♪	13	3,6,9,12,16,6,9,12,15	185	ま	57kbx1pi6sba8xs/Meumeupettantan%21%21.mp3				
154	Qq6D900bD60PddqqbdQb96Pd60918100	滅亡天使 † にこきゅっぴん	Metsubou tenshi nikokyuppin	日向美ビタースイーツ♪	14	4,6,9,12,,6,9,12,	200	ま	81s4uhqjtiiq7gx/Metsubou%20tenshi%20nikokyuppin.mp3				
155	I6q1PQ1D1Dblli8Iilo9ood8DbbQlb8O	妄想感傷代償連盟	Mousou kanshou daishou renmei	DECO*27	16	2,4,8,12,,4,9,12,	110	ま	h5o07m880pn8txe/Mousou%20kanshou%20daishou%20renmei.mp3				
156	b9QiIQ18b6o1bqPdqI6lI1OIqboPIDI9	妄想税	Mousou zei	DECO*27	15	2,5,9,11,,5,9,12,	134	ま	uo1s0udywuxfi87/Mousou%20zei.mp3				
157	1dq6Oq918dIQb1doqQdbiPPPO9lIdl0P	野球の遊び方　そしてその歴史　～決定版～	Yakyuu no asobikata soshite sono rekishi ~ketteiban~	あさき大監督	14	3,6,9,14,,6,10,14,	141	や	gqjlt2kztw9x615/Yakyuu%20no%20asobikata%20soshite%20sono%20rekishi%20~ketteiban~.mp3				
158	Q8Q6d00DoIiPolOb9PIO0Pll96O0I1qD	ヤマトなでなで♡かぐや姫	Yamato nadenade Kaguya-hime	ロマンチック♡Prim姫	14	2,6,8,11,14,5,8,11,14	160	や	l9mjjxigjxmh8g7/Yamato%20nadenade%20Kaguya-hime.mp3				
159	od66Qb16lI019I06lllII811I9ol6l0i	ようこそジャパリパークへ	Youkoso Japari Park e	どうぶつビスケッツ×PPP	15	3,6,10,14,12,6,10,14,13	170	や	2684oobao79pahk/Youkoso%20Japari%20Park%20e.mp3				
160	OoqbDO180q18oqi1ooO1QIdOoOPl69b1	ライアーダンス	Liar dance	DECO*27	16	4,6,9,13,,7,9,13,	200	ら	ghzhn1syimnmjhy/Liar%20dance.mp3				
161	0bDqIO9Q0PPIPlPll1D8Pbol9O6DlPdb	ラキラキ	Lucky Lucky	Mutsuhiko Izumi & S-C-U	13	2,7,10,13,,7,11,13,	165	ら	8xovz1jz3je62rz/Lucky%20Lucky.mp3				
162	D08qoOdPd8iOO916bOPIIIdqPP6O00iP	ラクガキスト	Luckgakist	cosMo＠暴走P feat.GUMI	14	4,7,10,13,16,7,10,13,16	199	ら	dgkw1nnkg7lrpf3/Luckgakist.mp3				
163	loii6b8OODDOl9q0OD88Ibb9I0qO0PPo	ラブキラ☆スプラッシュ	Love kira splash	BEMANI Sound Team "Sota F." feat.いちか	16	2,6,10,14,,6,10,14,	152	ら	yt3yxboh1uhes5e/Love%20kira%20splash.mp3				
164	D08lqQOPdOO6D6ll690Qd6PdbO111011	ランカーキラーガール	Ranker killer girl	中島由貴 × いちか	16	4,8,13,17,,8,13,17,	200	ら	4v7gk82bq2hsy9e/Ranker%20killer%20girl.mp3				
165	oQ9QDQ6I9oo9DP8Oi86id61o9Pbbl9bD	繚乱ヒットチャート	Ryouran Hit Chart	ギラギラメガネ団	12	2,5,8,13,,5,8,13,	192	ら	8ouyeywyiknqit8/Ryouran%20Hit%20Chart.mp3				
166	QQOOldqQ8QQDQ06i81d9DP9PlOlo1lqq	凛として咲く花の如く	Rin To Shite Saku Hana No Gotoku	紅色リトマス	10	3,6,8,10,,5,7,11,	163	ら	dppgpe6sffhldo9/Rin%20To%20Shite%20Saku%20Hana%20No%20Gotoku.mp3				
167	o91qiqqDi9b6d6l1dQ6qO6oO0QDIlPql	凛として咲く花の如く ～ひなビタ♪ edition～	Rin to shite saku hana no gotoku ~HinaBitter edition~	日向美ビタースイーツ♪	13	3,5,8,11,,6,8,11,	163	ら	hw7aatnmdcp60xf/Rin%20to%20shite%20saku%20hana%20no%20gotoku%20~HinaBitter%20edition~.mp3				
168	91qD6DbDqi96qbIO66oboliPD8IPP6io	輪廻転生	Rinnetensei	まふまふ	15	3,7,11,13,16,7,11,13,16	196	ら	img5bkdyc9tei6d/Rinnetensei.mp3				
169	dqOoPll1qlDdo6Pd6O0DPPO6l16OIdD1	ルミナスデイズ	Luminous days	ここなつ	15	2,5,8,12,,5,8,11,	145	ら	ypx3j9xmjc67gsu/Luminous%20days.mp3				
170	illQ66d0QlbDl18OOb8P0ODD0oDP19PQ	令和	Reiwa	ゴールデンボンバー	16	3,4,7,10,,4,7,11,	142	ら	gh3jgtmp7z6n8tr/Reiwa.mp3				
171	iP8ll9I0dd8d689PPqlI9008d06io09q	恋愛観測	Renai kansoku	NU-KO	15	3,7,10,12,,7,10,12,	188	ら	g1d55p1xo11697v/Renai%20kansoku.mp3				
172	lOb8O16P9P81olPdI1o1Dl9I6QQoIqIP	恋閃繚乱	Rensen Ryouran	2B-Waves	12	2,6,8,11,15,6,8,11,15	142	ら	k0io9x1ivlopnyg/Rensen%20Ryouran.mp3				
173	DOQbd61o6P0oq968Po0oqP01qPQ8lPdq	ロールプレイングゲーム	Role-playing game	そらまふうらさか	15	2,5,10,14,,5,10,14,	162	ら	i27vic7l9l846j6/Role-playing%20game.mp3				
174	Ol01P9IIoDIOldo8IQI0l6bd9lb9q0oo	六兆年と一夜物語	Rokuchounen to ichiya monogatari	kemu feat. IA	15	4,5,9,12,16,6,9,12,16	186	ら	z3g61pir5sgptg6/Rokuchounen%20to%20ichiya%20monogatari.mp3				
175	1OQd9o01Oq6Q018POOdlqodQ6bqDPOob	炉心融解	Roshin yuukai	iroha	15	2,6,10,12,,6,10,12,	165	ら	zlgkzvbh581903i/Roshin%20yuukai.mp3				
176	Q6b1odD8q99D190oP6ol01DolQPD0OdD	ロストワンの号哭	Lost one no goukoku	Neru	15	3,6,10,12,15,6,10,13,15	162	ら	ftkaceydmu55fx9/Lost%20one%20no%20goukoku.mp3				
177	9O8bq8b1Pi6Dl08OiPq10OddOdol1qOi	ロンロンへ　ライライライ！	Ronron e rairairai!	ここなつ	15	3,6,10,12,,6,10,12,	156	ら	itqpsc0it0vs1cj/Ronron%20e%20rairairai%21.mp3				
178	P0IoP69l6q08q8DoPD1Q8bqq099Pi1iP	海神	Wadatsumi	兎々	14	3,8,12,16,,7,12,16,	159	わ	medem636id3uyjg/Wadatsumi.mp3				
179	oIb699q80OIPdlP0odl6bqbD0PlQodOq	A	A	D.J. Amuro	7	4,5,8,11,12,5,7,11,13	93-191	A	39pc1urm4h872by/A.mp3				
180	0DDo1ilPDQoIoPd8ol9OPO1IPbi9ii6d	AA	AA	D.J.Amuro	8	3,5,9,13,,5,10,13,	154	A	dffld8qqkn5l8iu/AA.mp3				
181	dQoqo68881IiO9i00bP0q1lOD6i1PdD8	A Brighter Day	A Brighter Day	NAOKI feat. Aleisha G	11	2,5,7,9,12,5,7,10,12	155	A	aissvoj3sbf6yer/A%20Brighter%20Day.mp3				
182	qdi88l6bo1Iqi9Qiqli8lIQQIPO1doQ9	ABSOLUTE	ABSOLUTE	dj TAKA	4	3,4,8,11,,4,7,11,	144	A	54m8bp2pnhry0df/ABSOLUTE.mp3				
183	Q0qQO0P8818lIoo0boO66O0qd09dIlO8	Abyss	Abyss	dj TAKA	4	3,4,7,10,,5,8,11,	142	A	n4c552r1h5fqtyt/Abyss.mp3				
184	ld6P1lbb0bPO9doqbbPOoPb8qoDo8id0	ACE FOR ACES	ACE FOR ACES	TAG×U1	15	4,7,13,15,18,7,13,15,18	200,200,100-200,50-400,50-400,200,100-200,50-400,50-400	A	faig3gyok5539jw/ACE%20FOR%20ACES.mp3	TRUE			
185	l61ldlPo1DQ081860O86D0Qo0qdOd0qP	Ace out	Ace out	BEMANI Sound Team "SYUNN"	16	3,5,9,14,,5,9,13,	135-145	A	flxjlhey79zbd3r/Ace%20out.mp3				
186	O6I9ioqii8i6I1DIb1PqOD6q0ooo8bDo	Across the nightmare	Across the nightmare	Jimmy Weckl	7	7,8,10,12,13,8,11,13,13	300	A	seypyswd1ey2s2u/Across%20the%20nightmare.mp3				
187	o81iq91q6lI6OODP9Pb9OboDlQD9Q08d	ACROSS WORLD	ACROSS WORLD	Royz	13	2,4,8,12,14,4,8,12,14	185	A	20ay0d26js0mzj6/ACROSS%20WORLD.mp3				
188	IQ6I61i1b0Ob01QiQlld8o09iIQPoPOl	Adularia	Adularia	DJ TOTTO	14	3,6,10,14,,6,9,13,	180	A	05vai87blz8dca1/Adularia.mp3				
189	l6d0ibbliQPQDdb1lP18D9qbPDi1698b	ÆTHER	AETHER	TAG underground	14	6,9,14,17,,10,14,17,	192-384	A	d2kfw2huip5gvo4/AETHER.mp3				
190	Pd99DQo0bD9D9oIbPIId18P6l8qlDQO6	AFRONOVA	AFRONOVA	RE-VENGE	2	5,7,9,13,,8,9,13,	200	A	2fzf869sz0b27cs/AFRONOVA.mp3				
191	P01qbiIoO6dqIIqo6Db9dqq1bI6ddbqI	AFRONOVA(X-Special)	AFRONOVA(X-Special)	RE-VENGE	10	,,,,13,,,,14	200	A	vetq0u4wrqqd5ek/AFRONOVA%28X-Special%29.mp3				
192	DdO1iboqI6980Q6QPD9P1PbQQ88I16lq	AFRONOVA(FROM NONSTOP MEGAMIX)	AFRONOVA(FROM NONSTOP MEGAMIX)	RE-VENGE	6	,,,,10,,,,10	200	A	n4c0jnsyiwu4ofs/AFRONOVA%28FROM%20NONSTOP%20MEGAMIX%29.mp3				
193	18911Q6o6do9Dd1blIo6IliPd0PPb99i	AFRONOVA PRIMEVAL	AFRONOVA PRIMEVAL	8 bit	4	4,7,9,12,,7,9,13,	200	A	ym692bznbdeyb4r/AFRONOVA%20PRIMEVAL.mp3				
194	blld8o09oQo80PIIoIdbP9688DIqlbdb	Afterimage d'automne	Afterimage d'automne	BEMANI Sound Team "猫叉劇団"	16	4,8,11,14,,8,11,15,	232	A	byufxn3ep3lzdal/Afterimage%20d%27automne.mp3				
195	o6qi6idD9oqIdi81ldQlODqIqIiqlD1d	aftershock!!	aftershock!!	DM Ashura	11	3,5,9,13,,5,9,13,	157	A	lx6xbbibj93q100/aftershock%21%21.mp3				
196	Qo9P1oOoDQIoOb8Dd0PdOdoD1D1Pbd8D	AFTER THE GAME OF LOVE	AFTER THE GAME OF LOVE	NPD3	2	1,2,6,8,,5,6,8,	105	A	exsesm0pt7t88xe/AFTER%20THE%20GAME%20OF%20LOVE.mp3				
197	l0QP6DiIDIId0oiQiOl8q10DlI96OPiO	A Geisha's Dream	A Geisha's Dream	NAOKI feat. SMiLE.dk	10	2,6,9,11,,7,9,11,	140	A	xejhi32o9ltcqk8/A%20Geisha%27s%20Dream.mp3				
198	Ilqd06QqoQd9IlQobq9idPqb1111Q96b	Ah La La La	Ah La La La	Tommie Sunshine	13	1,5,7,12,,5,7,11,	130	A	ol4ah0uu5kpq2vl/Ah%20La%20La%20La.mp3				
199	il6PIiDq11dD1981dQ00918D96lPQ0iQ	air	air	DJ SIMON	7	3,5,7,10,,5,7,11,	130	A	b1wtjuopc31li2c/air.mp3				
200	6obQo6d0oQ6QoQql0I60b81IO8IOl1IO	Air Heroes	Air Heroes	Darwin	13	3,9,11,15,18,9,11,15,17	175	A	gizajqzzptpwe52/Air%20Heroes.mp3				
201	ddq1DldlQ990iidO6O99q61bI1966Q0I	ALGORITHM	ALGORITHM	SOUND HOLIC feat. Nana Takahashi	15	5,7,11,13,,7,10,13,	130	A	v9it4mxktiqmeh4/ALGORITHM.mp3				
202	oIPb0iPd8OdDD181dQd8OI18OQDl01QO	ALL MY HEART -この恋に、わたしの全てを賭ける-	ALL MY HEART -kono koi ni, watashi no subete wo kakeru-	SUPER HEROINE 彩香 -AYAKA-	15	3,5,9,13,,5,9,13,	160	A	b78vb70imj07y71/ALL%20MY%20HEART%20-kono%20koi%20ni%2C%20watashi%20no%20subete%20wo%20kakeru-.mp3				
203	PQP1l9qDilqbD0qOqiD8dd86qboI8bob	All My Love	All My Love	kors k feat. ЯIRE	11	2,5,8,10,,5,9,11,	158	A	fpf6neki32f3sv4/All%20My%20Love.mp3				
204	bdbQoi98Dlb18DiPDPdD801DoOD8619O	Alone	Alone	Marshmello	16	2,5,9,12,,5,9,12,	142	A	7f71pwpvv7yu0gf/Alone.mp3				
205	6d8DiDl0i1oldbbo0o60PQ0q96d608Dq	ALPACORE	ALPACORE	Cranky	16	4,9,12,16,,9,12,16,	175	A	tnmxhv7skzz7cws/ALPACORE.mp3				
206	dbD8PlibPqqdI99901obObb6odqD8qDl	Amalgamation	Amalgamation	Mystic Moon	12	3,7,10,13,15,7,10,13,15	166	A	3tpl1ecgdycdhw5/Amalgamation.mp3				
207	dq190Il9iO1bD698ll6ddObIlqdIQ1O9	AM-3P	AM-3P	kTz	1	3,7,8,11,,8,9,10,	130	A	x57nnphuibccm60/AM-3P.mp3				
208	Oo91QPdQDd1Od1oQI6IIldbQ1lQ88bO0	AM-3P ("CHAOS" Special)	AM-3P (CHAOS Special)	KTz	9	,,,,14,,,,13	130	A	xzis81mqsn3gvo2/AM-3P%20%28CHAOS%20Special%29.mp3				
209	808dq8OIq16PP19i1bP0IDP1OqPOlo6q	AM-3P(AM EAST mix)	AM-3P (AM EAST mix)	KTz	6	,,,,10,,,,11	140	A	mtx33mvp8am7a7q/AM-3P%20%28AM%20EAST%20mix%29.mp3				
210	dQ1oPoQqD0db8O19P1P0D1oq8I68i1Id	AM-3P -303 BASS MIX-	AM-3P -303 BASS MIX-	KTz (remixed by U1)	7	4,4,9,10,,5,8,10,	130	A	f78zcfum3zrc4c9/AM-3P%20-303%20BASS%20MIX-.mp3				
211	9Q081Q0Do0IDDqQi9O61P111QIQd0oQ6	Angelic Jelly	Angelic Jelly	t+pazolite	15	4,6,11,13,,6,10,13,	100-200	A	ua6jwk6anfpr2b4/Angelic%20Jelly.mp3				
212	Pq1O0qIiQII9PP1Qi6dbi9Pdo88dO8Dq	ANNIVERSARY ∴∵∴ ←↓↑→	ANNIVERSARY	BEMANI Sound Team "U1 overground"	15	4,7,12,16,,7,12,16,	180	A	5qy9f4hpiy2t3wx/ANNIVERSARY.mp3				
213	9O1O0o8O1qbQ08Q961Ib1iOIDPQid109	Another Phase	Another Phase	TAG	13	4,7,11,15,16,7,11,15,15	160	A	xhcriklga864zgt/Another%20Phase.mp3				
214	D89QP18016o01qoOi60I6Q19dlOQPbdo	Anti-Matter	Anti-Matter	Orbit1 & Milo	11	6,11,14,17,18,11,15,17,18	100-400	A	aip787vpia9bn0p/Anti-Matter.mp3				
215	6bdDP91o1II60Qo99D60QI81o6oPlI80	Arrabbiata	Arrabbiata	Reven-G改	9	5,11,13,15,,12,14,16,	225	A	bozjyn8n99azuud/Arrabbiata.mp3				
216	6QdIl8odooDQ0oOQ0IObQqo1lO986PP6	Astrogazer	Astrogazer	DJ TOTTO	15	3,7,12,15,18,7,12,15,18	154	A	nnp77mrm530s7l3/Astrogazer.mp3				
217	DibQ8O0bIodbdQo8D681qlqiDqllDPql	A Stupid Barber	A Stupid Barber	Sho-T	8	3,4,8,9,,4,8,9,	132	A	6ex4mq7f0ey3upq/A%20Stupid%20Barber.mp3				
218	O0O1lPoIIIQ9lbOi90odI0Di80qq16lo	A thing called LOVE	A thing called LOVE	D-crew 2 US	9	3,4,7,10,,5,6,11,	160	A	4qucr4n8kxzl3xm/A%20thing%20called%20LOVE.mp3				
219	9DoD10OPQ999IlP0doo69olbOQ680q09	Avenger	Avenger	USAO	16	4,10,14,17,,10,14,17,	100-400	A	nya9839lh0oxb3e/Avenger.mp3				
220	lQ1QDdooiOO9QPo8q91iD1IqI8Po9ODl	AWAKE	AWAKE	柊木りお featured by TAG	14	3,5,10,13,16,6,10,13,16	180	A	b6ls4cdlt0p9rvz/AWAKE.mp3				
221	P8P1dlqi9D111iIDPOP0l9DIO1l6lqO9	BABY BABY GIMME YOUR LOVE	BABY BABY GIMME YOUR LOVE	DIVAS	3	1,2,4,7,,3,5,8,	96	B	0g7pmf5yf1vni4o/BABY%20BABY%20GIMME%20YOUR%20LOVE.mp3				
222	bqqIiO96di90bdP0QD1biD8DoDQIddOD	Back In Your Arms	Back In Your Arms	jun feat. DJ Silver vs Milo ft. Becca Hossany	13	2,5,8,10,,5,8,10,	132	B	qo8b9plamczit4c/Back%20In%20Your%20Arms.mp3				
